id,year,date,block,plot,plot.id,species,indiv,leaf.length,leaf.width,total.leaves,flower.number,display.size.1,display.size.2,display.size.3,display.size.4,display.size.5,display.size.6,display.size.7,display.size.8,seed.set.1,seed.set.2,seed.set.3,seed.set.4,seed.set.5,seed.set.6,seed.set.7,seed.set.8,seed.set.9,seed.set.10,seed.set.11,seed.set.12,seed.set.13,seed.set.14
2017-18D-POAN-1,2017,7-Jul-17,18,D,18D,POAN,1,38,14,68,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-19A-POAN-1,2017,7-Jul-17,19,A,19A,POAN,1,39,16,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-19A-POAN-2,2017,7-Jul-17,19,A,19A,POAN,2,37,16,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-19A-POAN-3,2017,7-Jul-17,19,A,19A,POAN,3,40,16,84,1,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-19B-POAN-1,2017,7-Jul-17,19,B,19B,POAN,1,40,14,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-19B-POAN-2,2017,7-Jul-17,19,B,19B,POAN,2,40,13,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-19B-POAN-3,2017,7-Jul-17,19,B,19B,POAN,3,40,14,52,1,23,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-19D-POAN-1,2017,7-Jul-17,19,D,19D,POAN,1,36,19,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-19D-POAN-2,2017,7-Jul-17,19,D,19D,POAN,2,36,13,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-19D-POAN-3,2017,7-Jul-17,19,D,19D,POAN,3,30,11,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-20A-POAN-1,2017,7-Jul-17,20,A,20A,POAN,1,28,11,63,1,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-20A-POAN-2,2017,7-Jul-17,20,A,20A,POAN,2,38,18,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-20A-POAN-3,2017,7-Jul-17,20,A,20A,POAN,3,36,14,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-20B-POAN-1,2017,7-Jul-17,20,B,20B,POAN,1,31,13,85,2,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-20B-POAN-2,2017,7-Jul-17,20,B,20B,POAN,2,33,12,65,2,20,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-20B-POAN-3,2017,7-Jul-17,20,B,20B,POAN,3,44,17,95,1,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-20C-POAN-1,2017,7-Jul-17,20,C,20C,POAN,1,34,12,52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-20C-POAN-2,2017,7-Jul-17,20,C,20C,POAN,2,37,16,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-20C-POAN-3,2017,7-Jul-17,20,C,20C,POAN,3,37,15,128,1,30,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-20D-POAN-1,2017,7-Jul-17,20,D,20D,POAN,1,35,14,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-20D-POAN-2,2017,7-Jul-17,20,D,20D,POAN,2,35,16,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-20D-POAN-3,2017,7-Jul-17,20,D,20D,POAN,3,35,12,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-21A-POAN-1,2017,8-Jul-17,21,A,21A,POAN,1,31,12,68,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-21B-POAN-1,2017,8-Jul-17,21,B,21B,POAN,1,34,11,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-21B-POAN-2,2017,8-Jul-17,21,B,21B,POAN,2,27,12,76,2,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-21B-POAN-3,2017,8-Jul-17,21,B,21B,POAN,3,38,15,64,2,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-21C-POAN-1,2017,8-Jul-17,21,C,21C,POAN,1,39,16,95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-21C-POAN-2,2017,8-Jul-17,21,C,21C,POAN,2,34,13,48,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-21C-POAN-3,2017,8-Jul-17,21,C,21C,POAN,3,40,17,80,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-21D-POAN-1,2017,8-Jul-17,21,D,21D,POAN,1,36,13,95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-21D-POAN-2,2017,8-Jul-17,21,D,21D,POAN,2,33,17,115,3,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-21D-POAN-3,2017,8-Jul-17,21,D,21D,POAN,3,32,18,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-22A-POAN-1,2017,8-Jul-17,22,A,22A,POAN,1,35,12,52,1,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-22A-POAN-2,2017,8-Jul-17,22,A,22A,POAN,2,40,14,52,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-22B-POAN-1,2017,8-Jul-17,22,B,22B,POAN,1,33,15,90,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-22B-POAN-2,2017,8-Jul-17,22,B,22B,POAN,2,26,13,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-22B-POAN-3,2017,8-Jul-17,22,B,22B,POAN,3,21,12,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-22C-POAN-1,2017,8-Jul-17,22,C,22C,POAN,1,35,16,170,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-22C-POAN-2,2017,8-Jul-17,22,C,22C,POAN,2,27,15,60,1,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-22C-POAN-3,2017,8-Jul-17,22,C,22C,POAN,3,32,13,75,1,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-22D-POAN-1,2017,8-Jul-17,22,D,22D,POAN,1,33,15,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-22D-POAN-2,2017,8-Jul-17,22,D,22D,POAN,2,27,11,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-22D-POAN-3,2017,8-Jul-17,22,D,22D,POAN,3,37,15,95,1,24,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-23A-POAN-1,2017,8-Jul-17,23,A,23A,POAN,1,21,11,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-23A-POAN-2,2017,8-Jul-17,23,A,23A,POAN,2,30,10,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-23A-POAN-3,2017,8-Jul-17,23,A,23A,POAN,3,35,14,60,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-23B-POAN-1,2017,8-Jul-17,23,B,23B,POAN,1,29,12,68,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-23B-POAN-2,2017,8-Jul-17,23,B,23B,POAN,2,32,12,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-23B-POAN-3,2017,8-Jul-17,23,B,23B,POAN,3,27,12,105,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-23C-POAN-1,2017,8-Jul-17,23,C,23C,POAN,1,35,13,102,3,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-23C-POAN-2,2017,8-Jul-17,23,C,23C,POAN,2,40,12,68,1,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-23C-POAN-3,2017,8-Jul-17,23,C,23C,POAN,3,31,12,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-23D-POAN-1,2017,8-Jul-17,23,D,23D,POAN,1,33,13,95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-23D-POAN-2,2017,8-Jul-17,23,D,23D,POAN,2,26,12,169,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-23D-POAN-3,2017,8-Jul-17,23,D,23D,POAN,3,24,8,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-24A-POAN-1,2017,8-Jul-17,24,A,24A,POAN,1,42,14,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-24A-POAN-2,2017,8-Jul-17,24,A,24A,POAN,2,41,15,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-24A-POAN-3,2017,8-Jul-17,24,A,24A,POAN,3,35,15,68,1,26,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-24B-POAN-1,2017,8-Jul-17,24,B,24B,POAN,1,32,11,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-24B-POAN-2,2017,8-Jul-17,24,B,24B,POAN,2,34,13,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-24B-POAN-3,2017,8-Jul-17,24,B,24B,POAN,3,33,14,68,0,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-24C-POAN-1,2017,8-Jul-17,24,C,24C,POAN,1,39,12,72,1,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-24C-POAN-2,2017,8-Jul-17,24,C,24C,POAN,2,34,15,68,2,19,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-24C-POAN-3,2017,8-Jul-17,24,C,24C,POAN,3,35,15,80,1,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-24D-POAN-1,2017,8-Jul-17,24,D,24D,POAN,1,33,13,85,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-24D-POAN-2,2017,8-Jul-17,24,D,24D,POAN,2,34,13,75,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-24D-POAN-3,2017,8-Jul-17,24,D,24D,POAN,3,40,13,64,1,21,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-25A-POAN-1,2017,8-Jul-17,25,A,25A,POAN,1,26,12,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-25A-POAN-2,2017,8-Jul-17,25,A,25A,POAN,2,37,14,112,1,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-25A-POAN-3,2017,8-Jul-17,25,A,25A,POAN,3,30,13,85,1,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-25B-POAN-1,2017,8-Jul-17,25,B,25B,POAN,1,31,13,85,0,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-25B-POAN-2,2017,8-Jul-17,25,B,25B,POAN,2,30,14,68,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-25B-POAN-3,2017,8-Jul-17,25,B,25B,POAN,3,28,12,133,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-25C-POAN-1,2017,8-Jul-17,25,C,25C,POAN,1,36,17,102,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-25C-POAN-2,2017,8-Jul-17,25,C,25C,POAN,2,22,10,16,1,27,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-25C-POAN-3,2017,8-Jul-17,25,C,25C,POAN,3,32,15,75,2,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-25D-POAN-1,2017,8-Jul-17,25,D,25D,POAN,1,41,14,60,1,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-25D-POAN-2,2017,8-Jul-17,25,D,25D,POAN,2,33,14,60,1,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-25D-POAN-3,2017,8-Jul-17,25,D,25D,POAN,3,36,12,60,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-1A-ACMI-1,2018,28-Jul-18,1,A,1A,ACMI,1,79,27,14,50,50,NA,NA,NA,NA,NA,NA,NA,3765.666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-1A-ACMI-2,2018,28-Jul-18,1,A,1A,ACMI,2,103,26,11,19,37,NA,NA,NA,NA,NA,NA,NA,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-1A-ACMI-3,2018,28-Jul-18,1,A,1A,ACMI,3,81,25,20,168,86,NA,NA,NA,NA,NA,NA,NA,5589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-1D-ACMI-1,2018,28-Jul-18,1,D,1D,ACMI,1,70,14,10,26,26,NA,NA,NA,NA,NA,NA,NA,550.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-1D-ACMI-2,2018,28-Jul-18,1,D,1D,ACMI,2,61,16,10,44,49,NA,NA,NA,NA,NA,NA,NA,1472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-1D-ACMI-3,2018,28-Jul-18,1,D,1D,ACMI,3,73,12,12,35,46,NA,NA,NA,NA,NA,NA,NA,1077.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2A-ACMI-1,2018,28-Jul-18,2,A,2A,ACMI,1,62,10,15,40,38,NA,NA,NA,NA,NA,NA,NA,973.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2A-ACMI-2,2018,28-Jul-18,2,A,2A,ACMI,2,69,20,15,119,71,NA,NA,NA,NA,NA,NA,NA,2125.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2A-ACMI-3,2018,28-Jul-18,2,A,2A,ACMI,3,75,15,11,50,38,NA,NA,NA,NA,NA,NA,NA,1488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2B-ACMI-1,2018,28-Jul-18,2,B,2B,ACMI,1,63,13,13,40,41,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2C-ACMI-1,2018,28-Jul-18,2,C,2C,ACMI,1,69,12,12,65,42,NA,NA,NA,NA,NA,NA,NA,1045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2C-ACMI-2,2018,28-Jul-18,2,C,2C,ACMI,2,114,22,10,60,33,NA,NA,NA,NA,NA,NA,NA,1190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2D-ACMI-1,2018,28-Jul-18,2,D,2D,ACMI,1,76,17,14,36,43,NA,NA,NA,NA,NA,NA,NA,1046.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2D-ACMI-2,2018,28-Jul-18,2,D,2D,ACMI,2,47,14,15,165,83,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-3C-ACMI-1,2018,28-Jul-18,3,C,3C,ACMI,1,63,9,11,80,36,NA,NA,NA,NA,NA,NA,NA,838.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-3C-ACMI-2,2018,28-Jul-18,3,C,3C,ACMI,2,72,7,16,45,40,NA,NA,NA,NA,NA,NA,NA,589.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-3C-ACMI-3,2018,28-Jul-18,3,C,3C,ACMI,3,41,12,15,65,41,NA,NA,NA,NA,NA,NA,NA,1201.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-5A-ACMI-1,2018,28-Jul-18,5,A,5A,ACMI,1,156,34,7,60,49,NA,NA,NA,NA,NA,NA,NA,1394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-5B-ACMI-1,2018,28-Jul-18,5,B,5B,ACMI,1,62,13,12,29,41,NA,NA,NA,NA,NA,NA,NA,389.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-5B-ACMI-2,2018,28-Jul-18,5,B,5B,ACMI,2,34,14,16,78,50,NA,NA,NA,NA,NA,NA,NA,1260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-5C-ACMI-1,2018,28-Jul-18,5,C,5C,ACMI,1,74,17,7,64,53,NA,NA,NA,NA,NA,NA,NA,1411.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-5C-ACMI-2,2018,28-Jul-18,5,C,5C,ACMI,2,106,22,8,40,27,NA,NA,NA,NA,NA,NA,NA,1102.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-5C-ACMI-3,2018,28-Jul-18,5,C,5C,ACMI,3,86,21,7,36,47,NA,NA,NA,NA,NA,NA,NA,989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-5D-ACMI-1,2018,28-Jul-18,5,D,5D,ACMI,1,251,31,6,37,26,NA,NA,NA,NA,NA,NA,NA,1058.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-6B-ACMI-1,2018,28-Jul-18,6,B,6B,ACMI,1,50,7,18,24,38,NA,NA,NA,NA,NA,NA,NA,645.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-6B-ACMI-2,2018,28-Jul-18,6,B,6B,ACMI,2,56,11,19,48,47,NA,NA,NA,NA,NA,NA,NA,1143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-6B-ACMI-3,2018,28-Jul-18,6,B,6B,ACMI,3,75,10,21,11,17,NA,NA,NA,NA,NA,NA,NA,168.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-6C-ACMI-1,2018,28-Jul-18,6,C,6C,ACMI,1,48,15,16,40,51,NA,NA,NA,NA,NA,NA,NA,891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-6C-ACMI-2,2018,28-Jul-18,6,C,6C,ACMI,2,87,27,11,63,56,NA,NA,NA,NA,NA,NA,NA,1863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-7A-ACMI-1,2018,28-Jul-18,7,A,7A,ACMI,1,35,9,18,30,38,NA,NA,NA,NA,NA,NA,NA,541.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-7A-ACMI-2,2018,28-Jul-18,7,A,7A,ACMI,2,48,7,17,23,36,NA,NA,NA,NA,NA,NA,NA,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-7A-ACMI-3,2018,28-Jul-18,7,A,7A,ACMI,3,53,11,18,30,47,NA,NA,NA,NA,NA,NA,NA,1581.666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-7B-ACMI-1,2018,28-Jul-18,7,B,7B,ACMI,1,41,10,11,145,63,NA,NA,NA,NA,NA,NA,NA,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-7B-ACMI-2,2018,28-Jul-18,7,B,7B,ACMI,2,51,9,18,84,57,NA,NA,NA,NA,NA,NA,NA,1621.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-7B-ACMI-3,2018,28-Jul-18,7,B,7B,ACMI,3,40,9,16,36,37,NA,NA,NA,NA,NA,NA,NA,449.1666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-7C-ACMI-1,2018,28-Jul-18,7,C,7C,ACMI,1,61,9,18,90,63,NA,NA,NA,NA,NA,NA,NA,2030.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-7C-ACMI-2,2018,28-Jul-18,7,C,7C,ACMI,2,43,9,16,30,46,NA,NA,NA,NA,NA,NA,NA,713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-7C-ACMI-3,2018,28-Jul-18,7,C,7C,ACMI,3,63,15,13,150,86,NA,NA,NA,NA,NA,NA,NA,2284.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-7D-ACMI-1,2018,28-Jul-18,7,D,7D,ACMI,1,55,9,24,165,87,NA,NA,NA,NA,NA,NA,NA,3725.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-7D-ACMI-2,2018,28-Jul-18,7,D,7D,ACMI,2,57,11,18,147,70,NA,NA,NA,NA,NA,NA,NA,2133.666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-7D-ACMI-3,2018,28-Jul-18,7,D,7D,ACMI,3,48,11,16,51,39,NA,NA,NA,NA,NA,NA,NA,773.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-8A-ACMI-1,2018,28-Jul-18,8,A,8A,ACMI,1,66,10,19,10,21,NA,NA,NA,NA,NA,NA,NA,139.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-8A-ACMI-2,2018,28-Jul-18,8,A,8A,ACMI,2,59,11,17,48,50,NA,NA,NA,NA,NA,NA,NA,1159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-8A-ACMI-3,2018,28-Jul-18,8,A,8A,ACMI,3,66,13,24,64,59,NA,NA,NA,NA,NA,NA,NA,2115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-8B-ACMI-1,2018,28-Jul-18,8,B,8B,ACMI,1,71,14,14,60,55,NA,NA,NA,NA,NA,NA,NA,773.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-8B-ACMI-2,2018,28-Jul-18,8,B,8B,ACMI,2,65,15,21,100,63,NA,NA,NA,NA,NA,NA,NA,1421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
