id,year,date,block,plot,plot.id,species,indiv,leaf.length,leaf.width,total.leaves,flower.number,display.size.1,display.size.2,display.size.3,display.size.4,display.size.5,display.size.6,display.size.7,display.size.8,seed.set.1,seed.set.2,seed.set.3,seed.set.4,seed.set.5,seed.set.6,seed.set.7,seed.set.8,seed.set.9,seed.set.10,seed.set.11,seed.set.12,seed.set.13,seed.set.14
2019-14C-ASSU-3,2019,7-Aug-19,14,C,14C,ASSU,3,49,7,15,1,37,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-14D-ASSU-1,2019,7-Aug-19,14,D,14D,ASSU,1,31,5,23,7,33,NA,NA,NA,NA,NA,NA,NA,22,42,44,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-14D-ASSU-2,2019,7-Aug-19,14,D,14D,ASSU,2,45,6,15,2,38,NA,NA,NA,NA,NA,NA,NA,49,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-14D-ASSU-3,2019,7-Aug-19,14,D,14D,ASSU,3,40,7,15,1,29,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-15A-ASSU-1,2019,7-Aug-19,15,A,15A,ASSU,1,80,11,20,4,40,NA,NA,NA,NA,NA,NA,NA,45,51,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-15A-ASSU-2,2019,7-Aug-19,15,A,15A,ASSU,2,73,15,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-15A-ASSU-3,2019,7-Aug-19,15,A,15A,ASSU,3,78,14,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-15B-ASSU-1,2019,7-Aug-19,15,B,15B,ASSU,1,70,10,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-15B-ASSU-2,2019,7-Aug-19,15,B,15B,ASSU,2,62,10,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-15B-ASSU-3,2019,7-Aug-19,15,B,15B,ASSU,3,81,14,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-15C-ASSU-1,2019,7-Aug-19,15,C,15C,ASSU,1,70,11,28,6,39,NA,NA,NA,NA,NA,NA,NA,37,46,43,50,51,43,NA,NA,NA,NA,NA,NA,NA,NA
2019-15C-ASSU-2,2019,7-Aug-19,15,C,15C,ASSU,2,86,17,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-15C-ASSU-3,2019,7-Aug-19,15,C,15C,ASSU,3,69,21,43,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-15D-ASSU-1,2019,7-Aug-19,15,D,15D,ASSU,1,63,11,23,4,35,NA,NA,NA,NA,NA,NA,NA,0,41,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-15D-ASSU-2,2019,7-Aug-19,15,D,15D,ASSU,2,96,16,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-15D-ASSU-3,2019,7-Aug-19,15,D,15D,ASSU,3,73,18,40,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-16A-ASSU-1,2019,7-Aug-19,16,A,16A,ASSU,1,57,7,19,4,NA,NA,NA,NA,NA,NA,NA,NA,40,40,44,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-16A-ASSU-2,2019,7-Aug-19,16,A,16A,ASSU,2,44,5,14,1,30,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-16A-ASSU-3,2019,7-Aug-19,16,A,16A,ASSU,3,69,9,15,3,40,NA,NA,NA,NA,NA,NA,NA,34,39,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-16B-ASSU-1,2019,7-Aug-19,16,B,16B,ASSU,1,50,6,13,1,41,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-16B-ASSU-2,2019,7-Aug-19,16,B,16B,ASSU,2,53,8,23,2,42,NA,NA,NA,NA,NA,NA,NA,37,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-16B-ASSU-3,2019,7-Aug-19,16,B,16B,ASSU,3,50,5,15,1,38,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-16C-ASSU-1,2019,7-Aug-19,16,C,16C,ASSU,1,55,6,27,5,31,31,25,NA,NA,NA,NA,NA,47,51,54,45,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-16C-ASSU-2,2019,7-Aug-19,16,C,16C,ASSU,2,43,7,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-16C-ASSU-3,2019,7-Aug-19,16,C,16C,ASSU,3,43,8,17,1,NA,NA,NA,NA,NA,NA,NA,NA,33,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-16D-ASSU-1,2019,7-Aug-19,16,D,16D,ASSU,1,60,9,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-16D-ASSU-2,2019,7-Aug-19,16,D,16D,ASSU,2,50,7,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-16D-ASSU-3,2019,7-Aug-19,16,D,16D,ASSU,3,40,5,16,1,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-17A-ASSU-1,2019,7-Aug-19,17,A,17A,ASSU,1,70,12,18,2,25,NA,NA,NA,NA,NA,NA,NA,45,28,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-17A-ASSU-2,2019,7-Aug-19,17,A,17A,ASSU,2,96,13,49,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-17A-ASSU-3,2019,7-Aug-19,17,A,17A,ASSU,3,93,10,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-17B-ASSU-1,2019,7-Aug-19,17,B,17B,ASSU,1,74,9,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-17B-ASSU-2,2019,7-Aug-19,17,B,17B,ASSU,2,83,11,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-17B-ASSU-3,2019,7-Aug-19,17,B,17B,ASSU,3,74,10,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-17C-ASSU-1,2019,7-Aug-19,17,C,17C,ASSU,1,90,8,39,4,36,NA,NA,NA,NA,NA,NA,NA,36,34,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-17C-ASSU-2,2019,7-Aug-19,17,C,17C,ASSU,2,63,10,22,3,34,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-17C-ASSU-3,2019,7-Aug-19,17,C,17C,ASSU,3,77,10,34,3,33,NA,NA,NA,NA,NA,NA,NA,15,46,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-17D-ASSU-1,2019,7-Aug-19,17,D,17D,ASSU,1,87,9,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-17D-ASSU-2,2019,7-Aug-19,17,D,17D,ASSU,2,106,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-17D-ASSU-3,2019,7-Aug-19,17,D,17D,ASSU,3,83,11,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-18A-ASSU-1,2019,7-Aug-19,18,A,18A,ASSU,1,43,8,27,7,41,NA,NA,NA,NA,NA,NA,NA,49,42,47,47,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-18A-ASSU-2,2019,7-Aug-19,18,A,18A,ASSU,2,70,8,14,4,40,NA,NA,NA,NA,NA,NA,NA,40,45,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-18A-ASSU-3,2019,7-Aug-19,18,A,18A,ASSU,3,57,9,38,13,25,NA,NA,NA,NA,NA,NA,NA,48,16,30,22,62,26,49,0,0,0,NA,NA,NA,NA
2019-18B-ASSU-1,2019,7-Aug-19,18,B,18B,ASSU,1,63,7,43,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-18B-ASSU-2,2019,7-Aug-19,18,B,18B,ASSU,2,53,8,31,5,37,NA,NA,NA,NA,NA,NA,NA,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-18B-ASSU-3,2019,7-Aug-19,18,B,18B,ASSU,3,55,7,19,7,35,NA,NA,NA,NA,NA,NA,NA,58,49,63,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-18C-ASSU-1,2019,7-Aug-19,18,C,18C,ASSU,1,54,7,20,7,NA,NA,NA,NA,NA,NA,NA,NA,47,57,49,51,68,47,44,NA,NA,NA,NA,NA,NA,NA
2019-18C-ASSU-2,2019,7-Aug-19,18,C,18C,ASSU,2,51,8,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-18C-ASSU-3,2019,7-Aug-19,18,C,18C,ASSU,3,62,8,19,1,21,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-18D-ASSU-1,2019,7-Aug-19,18,D,18D,ASSU,1,59,10,29,6,35,NA,NA,NA,NA,NA,NA,NA,26,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-18D-ASSU-2,2019,7-Aug-19,18,D,18D,ASSU,2,51,7,35,8,32,NA,NA,NA,NA,NA,NA,NA,37,11,39,34,40,18,30,NA,NA,NA,NA,NA,NA,NA
2019-18D-ASSU-3,2019,7-Aug-19,18,D,18D,ASSU,3,70,10,21,3,24,NA,NA,NA,NA,NA,NA,NA,56,48,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-19A-ASSU-1,2019,7-Aug-19,19,A,19A,ASSU,1,64,12,33,4,37,39,NA,NA,NA,NA,NA,NA,39,20,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-19A-ASSU-2,2019,7-Aug-19,19,A,19A,ASSU,2,72,11,39,6,35,NA,NA,NA,NA,NA,NA,NA,71,86,38,51,46,83,NA,NA,NA,NA,NA,NA,NA,NA
2019-19A-ASSU-3,2019,7-Aug-19,19,A,19A,ASSU,3,64,11,28,1,45,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-19B-ASSU-1,2019,7-Aug-19,19,B,19B,ASSU,1,64,11,19,3,36,NA,NA,NA,NA,NA,NA,NA,40,63,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-19B-ASSU-2,2019,7-Aug-19,19,B,19B,ASSU,2,63,8,36,3,44,34,NA,NA,NA,NA,NA,NA,9,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-19B-ASSU-3,2019,7-Aug-19,19,B,19B,ASSU,3,55,11,20,4,35,NA,NA,NA,NA,NA,NA,NA,54,40,39,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-19C-ASSU-1,2019,7-Aug-19,19,C,19C,ASSU,1,59,13,42,11,40,35,42,NA,NA,NA,NA,NA,66,75,77,71,86,49,90,83,75,94,77,NA,NA,NA
2019-19C-ASSU-2,2019,7-Aug-19,19,C,19C,ASSU,2,49,10,19,5,34,NA,NA,NA,NA,NA,NA,NA,34,56,45,34,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-19C-ASSU-3,2019,7-Aug-19,19,C,19C,ASSU,3,70,9,18,5,37,NA,NA,NA,NA,NA,NA,NA,31,45,43,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-19D-ASSU-1,2019,7-Aug-19,19,D,19D,ASSU,1,61,11,20,1,48,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-19D-ASSU-2,2019,7-Aug-19,19,D,19D,ASSU,2,57,7,17,4,34,NA,NA,NA,NA,NA,NA,NA,43,46,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-19D-ASSU-3,2019,7-Aug-19,19,D,19D,ASSU,3,62,7,24,6,30,NA,NA,NA,NA,NA,NA,NA,43,60,19,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-20A-ASSU-1,2019,7-Aug-19,20,A,20A,ASSU,1,56,9,14,4,37,NA,NA,NA,NA,NA,NA,NA,53,0,25,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-20A-ASSU-2,2019,7-Aug-19,20,A,20A,ASSU,2,66,10,26,5,45,NA,NA,NA,NA,NA,NA,NA,29,24,14,49,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-20A-ASSU-3,2019,7-Aug-19,20,A,20A,ASSU,3,58,8,15,6,33,NA,NA,NA,NA,NA,NA,NA,45,42,30,59,49,57,NA,NA,NA,NA,NA,NA,NA,NA
2019-20B-ASSU-1,2019,7-Aug-19,20,B,20B,ASSU,1,53,9,13,3,38,NA,NA,NA,NA,NA,NA,NA,24,55,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-20B-ASSU-2,2019,7-Aug-19,20,B,20B,ASSU,2,78,80,15,5,40,NA,NA,NA,NA,NA,NA,NA,47,48,48,43,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-20B-ASSU-3,2019,7-Aug-19,20,B,20B,ASSU,3,51,8,14,3,33,NA,NA,NA,NA,NA,NA,NA,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-20C-ASSU-1,2019,6-Aug-19,20,C,20C,ASSU,1,75,9,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-20C-ASSU-2,2019,6-Aug-19,20,C,20C,ASSU,2,58,8,14,4,36,NA,NA,NA,NA,NA,NA,NA,33,58,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-20C-ASSU-3,2019,6-Aug-19,20,C,20C,ASSU,3,56,8,17,7,34,NA,NA,NA,NA,NA,NA,NA,28,18,44,12,45,37,0,NA,NA,NA,NA,NA,NA,NA
2019-20D-ASSU-1,2019,6-Aug-19,20,D,20D,ASSU,1,59,8,30,8,36,NA,NA,NA,NA,NA,NA,NA,66,64,64,60,55,61,60,59,NA,NA,NA,NA,NA,NA
2019-20D-ASSU-2,2019,6-Aug-19,20,D,20D,ASSU,2,55,9,16,1,34,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-20D-ASSU-3,2019,6-Aug-19,20,D,20D,ASSU,3,64,9,14,7,32,NA,NA,NA,NA,NA,NA,NA,53,32,46,23,38,49,24,NA,NA,NA,NA,NA,NA,NA
2019-21A-ASSU-1,2019,7-Aug-19,21,A,21A,ASSU,1,63,10,24,5,26,NA,NA,NA,NA,NA,NA,NA,32,50,61,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-21A-ASSU-2,2019,7-Aug-19,21,A,21A,ASSU,2,54,4,22,2,36,NA,NA,NA,NA,NA,NA,NA,57,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-21A-ASSU-3,2019,7-Aug-19,21,A,21A,ASSU,3,74,8,34,7,36,NA,NA,NA,NA,NA,NA,NA,49,47,70,51,50,51,0,NA,NA,NA,NA,NA,NA,NA
2019-21B-ASSU-1,2019,7-Aug-19,21,B,21B,ASSU,1,57,6,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-21B-ASSU-2,2019,7-Aug-19,21,B,21B,ASSU,2,51,6,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-21B-ASSU-3,2019,7-Aug-19,21,B,21B,ASSU,3,98,10,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-21C-ASSU-1,2019,7-Aug-19,21,C,21C,ASSU,1,60,7,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-21C-ASSU-2,2019,7-Aug-19,21,C,21C,ASSU,2,60,8,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-21C-ASSU-3,2019,7-Aug-19,21,C,21C,ASSU,3,61,10,26,6,30,NA,NA,NA,NA,NA,NA,NA,63,64,63,58,59,60,NA,NA,NA,NA,NA,NA,NA,NA
2019-21D-ASSU-1,2019,7-Aug-19,21,D,21D,ASSU,1,68,8,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-21D-ASSU-2,2019,7-Aug-19,21,D,21D,ASSU,2,54,7,34,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-21D-ASSU-3,2019,7-Aug-19,21,D,21D,ASSU,3,78,8,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-22A-ASSU-1,2019,7-Aug-19,22,A,22A,ASSU,1,82,8,69,4,37,NA,NA,NA,NA,NA,NA,NA,66,48,57,65,46,0,0,NA,NA,NA,NA,NA,NA,NA
2019-22A-ASSU-2,2019,7-Aug-19,22,A,22A,ASSU,2,68,7,48,1,34,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-22A-ASSU-3,2019,7-Aug-19,22,A,22A,ASSU,3,93,10,36,2,34,NA,NA,NA,NA,NA,NA,NA,54,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-22B-ASSU-1,2019,7-Aug-19,22,B,22B,ASSU,1,65,7,24,1,29,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-22B-ASSU-2,2019,7-Aug-19,22,B,22B,ASSU,2,76,8,55,8,34,NA,NA,NA,NA,NA,NA,NA,44,61,45,52,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-22B-ASSU-3,2019,7-Aug-19,22,B,22B,ASSU,3,90,9,69,3,34,NA,NA,NA,NA,NA,NA,NA,51,53,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-22C-ASSU-1,2019,7-Aug-19,22,C,22C,ASSU,1,98,11,74,6,33,NA,NA,NA,NA,NA,NA,NA,46,60,44,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-22C-ASSU-2,2019,7-Aug-19,22,C,22C,ASSU,2,58,7,102,11,30,34,32,36,NA,NA,NA,NA,60,33,74,52,50,51,52,43,21,70,0,0,0,0
2019-22C-ASSU-3,2019,7-Aug-19,22,C,22C,ASSU,3,77,11,52,4,34,NA,NA,NA,NA,NA,NA,NA,63,0,28,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-22D-ASSU-1,2019,7-Aug-19,22,D,22D,ASSU,1,71,11,49,3,33,NA,NA,NA,NA,NA,NA,NA,48,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-22D-ASSU-2,2019,7-Aug-19,22,D,22D,ASSU,2,91,11,37,4,28,NA,NA,NA,NA,NA,NA,NA,55,45,52,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-22D-ASSU-3,2019,7-Aug-19,22,D,22D,ASSU,3,86,11,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-23A-ASSU-1,2019,6-Aug-19,23,A,23A,ASSU,1,86,10,15,1,44,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-23A-ASSU-2,2019,6-Aug-19,23,A,23A,ASSU,2,84,11,14,1,30,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-23A-ASSU-3,2019,6-Aug-19,23,A,23A,ASSU,3,71,8,16,1,40,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-23B-ASSU-1,2019,6-Aug-19,23,B,23B,ASSU,1,77,10,17,3,40,NA,NA,NA,NA,NA,NA,NA,60,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-23B-ASSU-2,2019,6-Aug-19,23,B,23B,ASSU,2,79,11,18,3,35,NA,NA,NA,NA,NA,NA,NA,66,52,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-23B-ASSU-3,2019,6-Aug-19,23,B,23B,ASSU,3,62,9,19,3,39,NA,NA,NA,NA,NA,NA,NA,52,44,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-23C-ASSU-1,2019,6-Aug-19,23,C,23C,ASSU,1,63,9,17,4,NA,NA,NA,NA,NA,NA,NA,NA,50,54,44,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-23C-ASSU-2,2019,6-Aug-19,23,C,23C,ASSU,2,54,9,16,1,42,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-23C-ASSU-3,2019,6-Aug-19,23,C,23C,ASSU,3,66,9,17,2,40,NA,NA,NA,NA,NA,NA,NA,54,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-23D-ASSU-1,2019,6-Aug-19,23,D,23D,ASSU,1,61,8,14,1,44,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-23D-ASSU-2,2019,6-Aug-19,23,D,23D,ASSU,2,53,8,18,3,39,NA,NA,NA,NA,NA,NA,NA,63,45,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-23D-ASSU-3,2019,6-Aug-19,23,D,23D,ASSU,3,70,10,16,1,39,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-24A-ASSU-1,2019,7-Aug-19,24,A,24A,ASSU,1,68,12,41,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-24A-ASSU-2,2019,7-Aug-19,24,A,24A,ASSU,2,75,12,27,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-24A-ASSU-3,2019,7-Aug-19,24,A,24A,ASSU,3,55,14,50,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-24B-ASSU-1,2019,7-Aug-19,24,B,24B,ASSU,1,46,11,16,1,26,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-24B-ASSU-2,2019,7-Aug-19,24,B,24B,ASSU,2,46,4,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-24B-ASSU-3,2019,7-Aug-19,24,B,24B,ASSU,3,67,9,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-24C-ASSU-1,2019,7-Aug-19,24,C,24C,ASSU,1,67,10,16,1,47,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-24C-ASSU-2,2019,7-Aug-19,24,C,24C,ASSU,2,54,10,16,1,53,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-24C-ASSU-3,2019,7-Aug-19,24,C,24C,ASSU,3,54,11,82,21,33,32,42,46,48,40,47,46,69,62,73,55,33,49,36,55,50,68,61,41,51,57
2019-24D-ASSU-1,2019,7-Aug-19,24,D,24D,ASSU,1,85,7,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-24D-ASSU-2,2019,7-Aug-19,24,D,24D,ASSU,2,70,12,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-24D-ASSU-3,2019,7-Aug-19,24,D,24D,ASSU,3,51,8,14,1,39,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-25A-ASSU-1,2019,7-Aug-19,25,A,25A,ASSU,1,55,7,47,1,44,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-25A-ASSU-2,2019,7-Aug-19,25,A,25A,ASSU,2,56,6,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
